name,type,type_en,tags
progress-x,轮廓线,outline,"cancel, stop, abort, indicator, close, status, update, decline, process, deny"
progress,轮廓线,outline,"development, status, update, advancement, indicator, growth, evolution, flow, improvement, track"
prompt,轮廓线,outline,"command line, terminal, code, prompt, programming, software, coding, technical, developer"
prong,轮廓线,outline,"fork, split, divide, branch, part, section, tine, tool, connector, spike"
propeller-off,轮廓线,outline,"rotate, blade, spiral, air, ship, fan, power, propeller, off, disabled"
propeller,轮廓线,outline,"rotate, blade, spiral, air, ship, fan, power, propeller"
protocol,轮廓线,outline,"procedure, system, method, guideline, rule, standard, framework, process, format, structure"
pumpkin-scary,轮廓线,outline,"halloween, horror, spooky, costume, decoration, pumpkin, scary, frightening, creepy, terrifying"
puzzle-2,轮廓线,outline,"jigsaw, extension, add-on, puzzle, entertainment, playing, recreation, fun, activity, 2"
puzzle-off,轮廓线,outline,"jigsaw, extension, add-on, puzzle, off, disabled, inactive, entertainment, playing, recreation"
puzzle,轮廓线,outline,"jigsaw, extension, add-on, puzzle, entertainment, playing, recreation, fun, activity"
pyramid-off,轮廓线,outline,"3d, pattern, abstract, geometric, shape, pyramid, off, disabled, inactive, geometry"
pyramid-plus,轮廓线,outline,"3d, pattern, abstract, geometric, shape, pyramid, plus, add, more, increase"
pyramid,轮廓线,outline,"3d, pattern, abstract, geometric, shape, pyramid, geometry, form, figure, outline"
qrcode-off,轮廓线,outline,"scan, data, qrcode, off, hardware, technology, disabled, inactive, electronic, gadget"
qrcode,轮廓线,outline,"scan, data, qrcode, hardware, technology, electronic, gadget, equipment"
question-mark,轮廓线,outline,"sign, ask, sentence, word, letters, ?, question, mark, help, inquiry"
queue-pop-in,轮廓线,outline,"queue, pop, in, insert, stack, data-structure, add, development"
queue-pop-out,轮廓线,outline,"queue, pop, out, remove, stack, data-structure, extract, development"
quote-off,轮廓线,outline,"chat, message, text, punctuation, quotation, comment, quote, off, disabled, inactive"
quote-open,轮廓线,outline,"quotation, citation, saying, text, quote, typography, writing, open, speech"
quote,轮廓线,outline,"chat, message, text, punctuation, quotation, comment, quote, typography, writing, font"
quotes,轮廓线,outline,"chat, message, text, punctuation, quotation, comment, quotes, typography, writing, font"
radar-2,轮廓线,outline,"location, navigation, gps, find, signal, technology, submarine, radar, geography, place"
radar-off,轮廓线,outline,"location, navigation, gps, find, signal, technology, submarine, radar, off, disabled"
radar,轮廓线,outline,"location, navigation, gps, find, signal, technology, submarine, radar, geography, place"
radio-off,轮廓线,outline,"music, news, sound, broadcost, communication, station, radio, off, content, entertainment"
radio,轮廓线,outline,"music, news, sound, broadcost, communication, station, radio, content, entertainment, multimedia"
radioactive-off,轮廓线,outline,"dangerous, precarious, danger, sign, warning, caution, chernobyl, reactor, atomic, powerhouses, generator"
radioactive,轮廓线,outline,"dangerous, precarious, danger, sign, warning, caution, chernobyl, reactor, atomic, powerhouses, generator"
radius-bottom-left,轮廓线,outline,"round, corner, rounded, border, css, style, bottom, radius, left, creative"
radius-bottom-right,轮廓线,outline,"round, corner, rounded, border, css, style, top, radius, bottom, right"
radius-top-left,轮廓线,outline,"round, corner, rounded, border, css, style, bottom, radius, top, left"
radius-top-right,轮廓线,outline,"round, corner, rounded, border, css, style, top, radius, right, creative"
rainbow-off,轮廓线,outline,"colorful, weather, colors, colour, nature, rainbow, off, climate, forecast, disabled"
rainbow,轮廓线,outline,"colorful, weather, colors, colour, nature, rainbow, climate, forecast, meteorology, atmospheric"
rating-12-plus,轮廓线,outline,"film, video, photo, movie, age, limiter, rating, plus, add, more"
rating-14-plus,轮廓线,outline,"film, video, photo, movie, age, limiter, rating, plus, add, more"
rating-16-plus,轮廓线,outline,"film, video, photo, movie, age, limiter, rating, plus, add, more"
rating-18-plus,轮廓线,outline,"film, video, photo, movie, age, limiter, rating, plus, add, more"
rating-21-plus,轮廓线,outline,"film, video, photo, movie, age, limiter, rating, plus, add, more"
razor-electric,轮廓线,outline,"shaver, barber, grooming, beard, moustache, razor, electric, medical, wellness, healthcare"
razor,轮廓线,outline,"shaver, barber, grooming, beard, moustache, razor, medical, wellness, healthcare, treatment"
receipt-2,轮廓线,outline,"bill, restaurant, shop, price, pay, money, total, tax, receipt, file"
receipt-bitcoin,轮廓线,outline,"cryptocurrency, digital, transaction, invoice, record, payment, currency, finance, proof, blockchain"
receipt-dollar,轮廓线,outline,"currency, bill, transaction, invoice, payment, finance, economy, account, cash, document"
receipt-euro,轮廓线,outline,"currency, bill, transaction, invoice, payment, finance, economy, account, cash, document"
receipt-off,轮廓线,outline,"bill, restaurant, shop, price, pay, money, total, tax, receipt, off"
receipt-pound,轮廓线,outline,"currency, bill, transaction, invoice, payment, finance, economy, account, cash, document"
receipt-refund,轮廓线,outline,"bill, restaurant, shop, price, pay, money, total, give, back, return"
receipt-rupee,轮廓线,outline,"currency, bill, transaction, invoice, payment, finance, economy, account, cash, document"
receipt-tax,轮廓线,outline,"income, percentage, money, finance, charge, obligation, taxpayer, vat, receipt, tax"
receipt-yen,轮廓线,outline,"currency, bill, transaction, invoice, payment, finance, economy, account, cash, document"
receipt-yuan,轮廓线,outline,"currency, bill, transaction, invoice, payment, finance, economy, account, cash, document"
receipt,轮廓线,outline,"bill, restaurant, shop, price, pay, money, total, tax, receipt, file"
recharging,轮廓线,outline,"battery, power, charge, socket, electricity, device, phone, laptop, low, recharging"
record-mail-off,轮廓线,outline,"voice, voicemail, message, record, mail, off, email, disabled, inactive, letter"
record-mail,轮廓线,outline,"voice, voicemail, message, record, mail, email, letter, post"
rectangle-rounded-bottom,轮廓线,outline,"shape, design, layout, ui, interface, style, form, geometry, rounded, bottom"
rectangle-rounded-top,轮廓线,outline,"shape, design, layout, ui, interface, style, form, geometry, rounded, top"
rectangle-vertical,轮廓线,outline,"shape, geometric, math, upright, rectangle, vertical, geometry, form, figure, pattern"
rectangle,轮廓线,outline,"shape, geometric, math, rectangle, geometry, form, figure, pattern, outline"
rectangular-prism-off,轮廓线,outline,"3d, pattern, abstract, geometric, shape, rectangular, prism, off, disabled, inactive"
rectangular-prism-plus,轮廓线,outline,"3d, pattern, abstract, geometric, shape, rectangular, prism, plus, add, more"
rectangular-prism,轮廓线,outline,"3d, pattern, abstract, geometric, shape, rectangular, prism, geometry, form, figure"
recycle-off,轮廓线,outline,"trash, rubbish, recyclable, reuse, waste, recycle, off, disabled, inactive, sign"
recycle,轮廓线,outline,"trash, rubbish, recyclable, reuse, waste, recycle, sign, mark, emblem, representation"
refresh-alert,轮廓线,outline,"synchronization, reload, restart, spinner, loader, ajax, update, arrows, refresh, alert"
refresh-dot,轮廓线,outline,"again, reload, arrows, loading, replay, refresh, dot, navigation, flow, movement"
refresh-off,轮廓线,outline,"synchronization, reload, restart, spinner, loader, ajax, update, arrows, refresh, off"
refresh,轮廓线,outline,"synchronization, reload, restart, spinner, loader, ajax, update, arrows, refresh, navigation"
regex-off,轮廓线,outline,"regular, expression, code, replace, programming, coding, variables, regex, off, disabled"
regex,轮廓线,outline,"regular, expression, code, replace, programming, coding, variables, regex, typography, writing"
registered,轮廓线,outline,"copyright, trademark, rights, registered, sign, mark, emblem, representation, indicator"
relation-many-to-many,轮廓线,outline,"data, model, analysis, multiple, connection, database, link, relation, many, to"
relation-one-to-many,轮廓线,outline,"data, model, analysis, multiple, connection, database, link, relation, one, many"
relation-one-to-one,轮廓线,outline,"data, model, analysis, connection, database, link, relation, one, to, storage"
reload,轮廓线,outline,"refresh, repeat, update, sync, loading, reload, navigation, flow, movement, route"
reorder,轮廓线,outline,"arrange, organize, sort, structure, sequence, position, alignment, list, adjust, systemize"
repeat-off,轮廓线,outline,"reuse, redo, action, replay, loop, flip, repeat, off, content, entertainment"
repeat-once,轮廓线,outline,"reuse, redo, action, replay, loop, repeat, once, content, entertainment, multimedia"
repeat,轮廓线,outline,"reuse, redo, action, replay, loop, flip, repeat, content, entertainment, multimedia"
replace-off,轮廓线,outline,"change, place, position, move, exchange, replace, off, disabled, inactive"
replace-user,轮廓线,outline,"swap, exchange, change, substitute, switch, alternate, modify, update, alter, transition"
replace,轮廓线,outline,"change, place, position, move, exchange, replace"
report-analytics,轮廓线,outline,"statistics, results, business, sales, analysis, analyse, bar, chart, report, analytics"
report-medical,轮廓线,outline,"hospital, doctor, health, sickness, illness, test, results, report, medical, file"
report-money,轮廓线,outline,"results, business, sales, analysis, analyse, finance, financial, total, report, money"
report-off,轮廓线,outline,"time, timesheet, analysis, analyse, results, business, company, report, off, disabled"
report-search,轮廓线,outline,"analytic, statistics, data, results, graph, document, report, search, find, look"
report,轮廓线,outline,"time, timesheet, analysis, analyse, results, business, company, report, file, paper"
reserved-line,轮廓线,outline,"booking, designation, allocated, status, line, marked, set-aside, reserved, unavailable, annotated"
resize,轮廓线,outline,"picture, photo, alter, change, height, width, resize, creative, artistic, visual"
restore,轮廓线,outline,"recover, repair, reinstate, redeem, revive, return, reset, retrieve, reestablish, fix"
rewind-backward-10,轮廓线,outline,"reverse, rewind, ten, time, back, playback, go-back, control, step-back, media"
rewind-backward-15,轮廓线,outline,"reverse, rewind, fifteen, time, back, playback, go-back, control, step-back, media"
rewind-backward-20,轮廓线,outline,"reverse, rewind, twenty, time, back, playback, go-back, control, step-back, media"
rewind-backward-30,轮廓线,outline,"reverse, rewind, thirty, time, back, playback, go-back, control, step-back, media"
rewind-backward-40,轮廓线,outline,"reverse, rewind, forty, time, back, playback, go-back, control, step-back, media"
rewind-backward-5,轮廓线,outline,"reverse, rewind, five, time, back, playback, go-back, control, step-back, media"
rewind-backward-50,轮廓线,outline,"reverse, backward, go-back, rewind, undo, start, previous, rotate, step-back, reset"
rewind-backward-60,轮廓线,outline,"reverse, backward, reverse-60, rewind, undo, start, rotate-60, previous, step-back, reset"
rewind-forward-10,轮廓线,outline,"forward, advance, skip, rewind, fast, ahead, proceed, jump, next, move-10"
rewind-forward-15,轮廓线,outline,"forward, advance, fast-forward, rewind, skip, fast, ahead, jump, move-15, next"
rewind-forward-20,轮廓线,outline,"forward, advance, fast-forward, rewind, skip, jump, next, move-20, fast, ahead"
rewind-forward-30,轮廓线,outline,"forward, advance, fast-forward, rewind, skip, jump, next, move-30, fast, ahead"
rewind-forward-40,轮廓线,outline,"forward, advance, fast-forward, rewind, skip, jump, next, move-40, fast, ahead"
rewind-forward-5,轮廓线,outline,"forward, advance, fast-forward, rewind, skip, jump, next, move-5, fast, ahead"
rewind-forward-50,轮廓线,outline,"forward, advance, fast-forward, rewind, skip, jump, next, move-50, fast, ahead"
rewind-forward-60,轮廓线,outline,"forward, advance, fast-forward, rewind, skip, jump, next, move-60, fast, ahead"
ribbon-health,轮廓线,outline,"medical, care, heatlh, medic, healthcare, ribbon, health, sign, mark, emblem"
rings,轮廓线,outline,"circle, loop, hoop, round, band, circular, cycle, ringlet, orb, wedding"
ripple-down,轮廓线,outline,"ripple, wave, down, arrow, water, effect, animation, flow, stream, download"
ripple-off,轮廓线,outline,"wave, water, breeze, ocean, sea, ripple, off, environment, natural, disabled"
ripple-up,轮廓线,outline,"ripple, wave, up, arrow, water, effect, animation, flow, stream, upload"
ripple,轮廓线,outline,"wave, water, breeze, ocean, sea, ripple, environment, natural, outdoor, ecosystem"
road-off,轮廓线,outline,"car, travel, journey, traffic, highway, route, racing, road, off, location"
road-sign,轮廓线,outline,"telltale, prohibitive, indicative, cautionary, codex, restrictions, road, sign, location, navigation"
road,轮廓线,outline,"car, travel, journey, traffic, highway, route, racing, road, location, navigation"
robot-face,轮廓线,outline,"bot, android, ai, machine, cyborg, automaton, head, gizmo, mech, robot"
robot-off,轮廓线,outline,"technology, ai, machine, bot, android, robot, off, disabled, inactive"
robot,轮廓线,outline,"technology, ai, machine, bot, android, robot, entertainment, playing, recreation, fun"
rocket-off,轮廓线,outline,"universe, galaxy, space, journey, discover, extraterrestrial, spaceship, rocket, off, location"
rocket,轮廓线,outline,"universe, galaxy, space, journey, discover, extraterrestrial, spaceship, rocket, location, navigation"
roller-skating,轮廓线,outline,"sport, hobby, fitness, roller, skating, athletic, exercise, game, physical"
rollercoaster-off,轮廓线,outline,"adrenaline, height, speed, funfair, fun, attraction, extreme, rollercoaster, off, transport"
rollercoaster,轮廓线,outline,"adrenaline, height, speed, funfair, fun, attraction, extreme, rollercoaster, transport, travel"
rosette-asterisk,轮廓线,outline,"rosette, asterisk, star, badge, award, symbol, mark, required, certificate, ribbon"
rosette-discount-check-off,轮廓线,outline,"reduction, price, cost, money, shopping, bargain, tick, done, verified, certificate, valid, official, success"
rosette-discount-check,轮廓线,outline,"reduction, price, cost, money, shopping, bargain, tick, done, verified, certificate, valid, official, success"
rosette-discount-off,轮廓线,outline,"sale, reduction, price, cost, money, shopping, bargain, rosette, discount, off"
rosette-discount,轮廓线,outline,"sale, reduction, price, cost, money, shopping, bargain, rosette, discount, store"
rosette-number-0,轮廓线,outline,"shape, number, digit, rosette, numeric, numeral, count, quantity, 0"
rosette-number-1,轮廓线,outline,"shape, number, digit, rosette, numeric, numeral, count, quantity, 1"
rosette-number-2,轮廓线,outline,"shape, number, digit, rosette, numeric, numeral, count, quantity, 2"
rosette-number-3,轮廓线,outline,"shape, number, digit, rosette, numeric, numeral, count, quantity, 3"
rosette-number-4,轮廓线,outline,"shape, number, digit, rosette, numeric, numeral, count, quantity, 4"
rosette-number-5,轮廓线,outline,"shape, number, digit, rosette, numeric, numeral, count, quantity, 5"
rosette-number-6,轮廓线,outline,"shape, number, digit, rosette, numeric, numeral, count, quantity, 6"
rosette-number-7,轮廓线,outline,"shape, number, digit, rosette, numeric, numeral, count, quantity, 7"
rosette-number-8,轮廓线,outline,"shape, number, digit, rosette, numeric, numeral, count, quantity, 8"
rosette-number-9,轮廓线,outline,"shape, number, digit, rosette, numeric, numeral, count, quantity, 9"
rosette,轮廓线,outline,"shape, badge, star, medal, rosette, geometry, form, figure, pattern, outline"
rotate-2,轮廓线,outline,"refresh, synchronization, reload, restart, spinner, loader, ajax, update, arrows, rotate"
rotate-360,轮廓线,outline,"degree, circle, camera, spin, rotation, rotate, 360, navigation, flow, movement"
rotate-3d,轮廓线,outline,"rotation, geometry, 3d, modeling, rotate"
rotate-clockwise-2,轮廓线,outline,"refresh, synchronization, reload, restart, spinner, loader, ajax, update, arrows, rotate"
rotate-clockwise,轮廓线,outline,"refresh, synchronization, reload, restart, spinner, loader, ajax, update, arrows, rotate"
rotate-dot,轮廓线,outline,"direction, degree, circle, camera, spin, rotation, rotate, dot, navigation, flow"
rotate-rectangle,轮廓线,outline,"refresh, synchronization, reload, restart, spinner, loader, ajax, update, arrows, rotate"
rotate,轮廓线,outline,"refresh, synchronization, reload, restart, spinner, loader, ajax, update, arrows, rotate"
route-2,轮廓线,outline,"path, journey, direction, trail, navigate, travel, way, road, route-two, 2-direction"
route-alt-left,轮廓线,outline,"alternate-left, alternate-route, left-path, alternate-way, left-trail, alt-left-road, leftward-route, shift-left, change-left, left-road"
route-alt-right,轮廓线,outline,"alternate-right, alternate-route, right-path, alternate-way, right-trail, alt-right-road, rightward-route, shift-right, change-right, right-road"
route-off,轮廓线,outline,"path, journey, direction, trail, navigate, travel, way, road, travel-route, route-way"
route-scan,轮廓线,outline,"path, direction, track, find, gps, map, navigate, explore, trace, survey"
route-square-2,轮廓线,outline,"square-route, route-square, path, journey, direction, trail, navigate, travel, way, square-direction"
route-square,轮廓线,outline,"path, journey, direction, trail, navigate, travel, way, square, geometric-route, square-path"
route-x-2,轮廓线,outline,"x-route, route-x, path, journey, direction, trail, navigate, travel, way, crossing"
route-x,轮廓线,outline,"path, journey, direction, trail, navigate, travel, way, cross, x-cross, cross-path"
route,轮廓线,outline,"path, journey, direction, trail, navigate, travel, way, road, travel-route, route-way"
router-off,轮廓线,outline,"wifi, device, wireless, signal, station, cast, router, off, hardware, technology"
router,轮廓线,outline,"wifi, device, wireless, signal, station, cast, router, hardware, technology, electronic"
row-insert-bottom,轮廓线,outline,"table, layout, add, below, macro, excel, row, insert, bottom, storage"
row-insert-top,轮廓线,outline,"table, layout, add, below, macro, excel, row, insert, top, storage"
row-remove,轮廓线,outline,"delete, remove, erase, clear, subtract, eliminate, minus, cancel, discard, drop"
rss,轮廓线,outline,"feed, subscribe, rss, design"
rubber-stamp-off,轮廓线,outline,"rubber, stamp, seal, letter, mail, document, signature, off, disabled, inactive"
rubber-stamp,轮廓线,outline,"rubber, stamp, seal, letter, mail, document, signature, file, paper, text"
ruler-2-off,轮廓线,outline,"maths, dimensions, size, width, length, geometry, measure, technical, ruler, off"
ruler-2,轮廓线,outline,"maths, dimensions, size, width, length, geometry, measure, technical, ruler, creative"
ruler-3,轮廓线,outline,"maths, dimensions, size, width, length, geometry, measure, technical, ruler, creative"
ruler-measure-2,轮廓线,outline,"maths, dimensions, size, width, length, geometry, measure, technical, distance, ruler"
ruler-measure,轮廓线,outline,"maths, dimensions, size, width, length, geometry, measure, technical, distance, ruler"
ruler-off,轮廓线,outline,"maths, dimensions, size, width, length, geometry, measure, technical, ruler, off"
ruler,轮廓线,outline,"maths, dimensions, size, width, length, geometry, measure, technical, ruler, creative"
run,轮廓线,outline,"jog, dislocating, movement, motion, sprint, run, athletic, fitness, exercise, game"
rv-truck,轮廓线,outline,"vehicle, transport, drive, trailer, auto, motorhome, camper, caravan, hauler, truck"
s-turn-down,轮廓线,outline,"arrow, direction, bottom, south, turn, down, decrease, navigation, flow, fall"
s-turn-left,轮廓线,outline,"arrow, direction, west, turn, left, navigation, flow, movement, route, path"
s-turn-right,轮廓线,outline,"arrow, direction, east, turn, right, navigation, flow, movement, route, path"
s-turn-up,轮廓线,outline,"arrow, direction, top, north, turn, increase, navigation, flow, rise, upward"
sailboat-2,轮廓线,outline,"sailor, journey, sea, lake, ocean, river, sailboat, transport, travel, vehicle"
sailboat-off,轮廓线,outline,"sailor, journey, sea, lake, ocean, river, sailboat, off, transport, travel"
sailboat,轮廓线,outline,"sailor, journey, sea, lake, ocean, river, sailboat, transport, travel, vehicle"
salad,轮廓线,outline,"food, vegetable, vegan, healthy, salad, meal, cuisine, eating, nutrition, culinary"
salt,轮廓线,outline,"food, cooking, kitchen, spice, salty, salt, meal, cuisine, eating, nutrition"
sandbox,轮廓线,outline,"play, construct, test, experiment, game, create, box, soil, sandpit, mock"
satellite-off,轮廓线,outline,"orbit, space, moon, earth, planet, communication, information, celestial, satellite, off"
satellite,轮廓线,outline,"orbit, space, moon, earth, planet, communication, information, celestial, satellite, location"
sausage,轮廓线,outline,"food, grill, bonfire, campfire, meat, hot-dog, sausage, meal, cuisine, eating"
scale-off,轮廓线,outline,"weigh, balance, amount, heavy, light, libra, scale, off, disabled, inactive"
scale-outline-off,轮廓线,outline,"weight, weigh, diet, healthy, measurement, scale, outline, off, disabled, inactive"
scale-outline,轮廓线,outline,"weight, weigh, diet, healthy, measurement, scale, outline"
scale,轮廓线,outline,"weigh, balance, amount, heavy, light, libra, scale"
scan-eye,轮廓线,outline,"technology, security, safety, safe, secure, scan, eye, control, operation, function"
scan-letter-a,轮廓线,outline,"alphabet, letter, scan, character, typography, a, shape, frame, glyph"
scan-letter-t,轮廓线,outline,"alphabet, letter, scan, character, typography, t, shape, frame, glyph"
scan-position,轮廓线,outline,"detect, check, track, view, analyze, spot, explore, locate, inspect, survey"
scan-traces,轮廓线,outline,"scan, trace, debug, inspect, track, follow, investigate, analyze, monitor, detect, examine, audit"
scan,轮廓线,outline,"code, barcode, qr code, app, scanner, document, scan, control, operation, function"
schema-off,轮廓线,outline,"graph, data, infography, schema, off, disabled, inactive, storage, repository, records"
schema,轮廓线,outline,"graph, data, infography, schema, storage, repository, records, information, table"
school-bell,轮廓线,outline,"break, lesson, alarm, ring, school, bell"
school-off,轮廓线,outline,"students, class, teachers, professors, doctors, hall, classroom, subject, science, break, lesson"
school,轮廓线,outline,"students, class, teachers, professors, doctors, hall, classroom, subject, science, break, lesson"
scissors-off,轮廓线,outline,"cut, paper, file, document, hairdresser, blade, sharp, scissors, off, creative"
scissors,轮廓线,outline,"cut, paper, file, document, hairdresser, blade, sharp, scissors, creative, artistic"
scooter-electric,轮廓线,outline,"vehicle, drive, driver, engine, motor, journey, trip, scooter, electric, transport"
scooter,轮廓线,outline,"vehicle, drive, driver, engine, motor, journey, trip, scooter, transport, travel"
scoreboard,轮廓线,outline,"score, display, game, match, points, results, ranking, tally, totals, scoreboard"
screen-share-off,轮廓线,outline,"monitor, stream, tv, mirroring, cast, online, screen, share, off, hardware"
screen-share,轮廓线,outline,"monitor, stream, tv, mirroring, cast, online, screen, share, hardware, technology"
screenshot,轮廓线,outline,"capture, photo, screenshot, design"
scribble-off,轮廓线,outline,"kid, doodle, draw, drawing, scribble, off, disabled, inactive, typography, writing"
scribble,轮廓线,outline,"kid, doodle, draw, drawing, scribble, typography, writing, font, character, word"
script-minus,轮廓线,outline,"code, programming, coding, remove, delete, script, minus, subtract, less, decrease"
script-plus,轮廓线,outline,"code, programming, coding, add, new, script, plus, more, increase, positive"
script-x,轮廓线,outline,"code, programming, coding, remove, delete, script, file, paper, text, record"
script,轮廓线,outline,"code, programming, coding, document, development, script, file, paper, text, record"
scuba-diving-tank,轮廓线,outline,"dive, diving, water, open water, underwater, pressure, compressed air, air, scuba, tank"
scuba-diving,轮廓线,outline,"dive, diving, water, open water, underwater, scuba, athletic, fitness, exercise, game"
scuba-mask-off,轮廓线,outline,"dive, diving, water, holiday, underwater, snorkeling, equipment, scuba, mask, off"
scuba-mask,轮廓线,outline,"dive, diving, water, holiday, underwater, snorkeling, equipment, scuba, mask, athletic"
sdk,轮廓线,outline,"development, programming, programmer, web, app, sdk, software, coding, technical, developer"
search-off,轮廓线,outline,"find, magnifier, magnifying glass, search, off, look, seek, disabled, inactive, query"
search,轮廓线,outline,"find, magnifier, magnifying glass, search, look, seek, query, browse"
section-sign,轮廓线,outline,"legal, paragraph, law, section, sign, typography, writing, font, character, word"
section,轮廓线,outline,"html, layout, divide, position, website, section, creative, artistic, visual, aesthetic"
seedling-off,轮廓线,outline,"nature, greenery, grow, soil, harvest, plant, flower, tree, leaf, seedling"
seedling,轮廓线,outline,"nature, greenery, grow, soil, harvest, plant, flower, tree, leaf, seedling"
segway,轮廓线,outline,"segway, personal-transporter, electric, self-balancing, scooter, mobility, vehicle, ride, urban, transport"
select-all,轮廓线,outline,"highlight, choose, pick, elect, mark, set, check, complete, fill, total"
select,轮廓线,outline,"arrows, select, dropdown, chevron, down, south, bottom, direction, input, navigation"
selector,轮廓线,outline,"arrows, select, dropdown, chevron, down, south, bottom, direction, input, selector"
send-2,轮廓线,outline,"transmit, dispatch, forward, deliver, message, communication, send-out, send-away, transfer, send-off"
send-off,轮廓线,outline,"message, mail, email, gmail, paper, airplane, aeroplane, send, off, contact"
send,轮廓线,outline,"message, mail, email, gmail, paper, airplane, aeroplane, send, contact, conversation"
seo,轮廓线,outline,"www, web, browser, search, result, seo, programming, software, coding, technical"
separator-horizontal,轮廓线,outline,"divider, space, separate, set apart, flat-lying, separator, horizontal, typography, writing, font"
separator-vertical,轮廓线,outline,"divider, space, separate, set apart, upright, separator, vertical, typography, writing, font"
separator,轮廓线,outline,"divider, space, separate, set apart, separator, typography, writing, font, character, word"
server-2,轮廓线,outline,"storage, hosting, www, server, hardware, technology, electronic, gadget, equipment, 2"
server-bolt,轮廓线,outline,"data, database, storage, lighting, power, energy, server, bolt, hardware, technology"
server-cog,轮廓线,outline,"settings, storage, data, database, server, cog, hardware, technology, gear, configuration"
server-off,轮廓线,outline,"storage, hosting, www, server, off, hardware, technology, disabled, inactive, electronic"
server-spark,轮廓线,outline,"storage, hosting, www, server, spark, hardware, technology, glitter, shine, flash"
server,轮廓线,outline,"storage, hosting, www, server, hardware, technology, electronic, gadget, equipment"
serverless,轮廓线,outline,"cloud, function, server, compute, lambda, scalable, hosting, backend, deploy, automation, payg, infrastructure"
servicemark,轮廓线,outline,"trademark, sign, registration, servicemark, mark, emblem, representation, indicator"
settings-2,轮廓线,outline,"cog, edit, gear, preferences, tools, settings, config, options, control, operation"
settings-ai,轮廓线,outline,"settings, ai, artificial, intelligence, config, gear, preferences, machine-learning, options, cog"
settings-automation,轮廓线,outline,"system, technology, automate, configure, device, program, settings, automation, preferences, config"
settings-bolt,轮廓线,outline,"gear, configuration, adjust, setup, control, power, energy, mechanics, wrench, tool"
settings-cancel,轮廓线,outline,"gear, configuration, adjust, setup, control, stop, abort, terminate, cease, halt"
settings-check,轮廓线,outline,"gear, configuration, adjust, setup, control, verify, confirm, validate, approve, tick"
settings-code,轮廓线,outline,"gear, configuration, adjust, setup, control, script, program, developer, compile, syntax"
settings-cog,轮廓线,outline,"gear, configuration, adjust, setup, control, wheel, mechanism, tooth, gadget, machinery"
settings-dollar,轮廓线,outline,"gear, configuration, adjust, setup, control, currency, finance, money, cost, economics"
settings-down,轮廓线,outline,"gear, configuration, adjust, setup, control, decrease, lower, minimize, descend, reduce"
settings-exclamation,轮廓线,outline,"gear, configuration, adjust, setup, control, alert, warn, notice, signal, caution"
settings-heart,轮廓线,outline,"gear, configuration, adjust, setup, control, love, favorite, care, like, passion"
settings-minus,轮廓线,outline,"gear, configuration, adjust, setup, control, decrease, reduce, subtract, deduct, less"
settings-off,轮廓线,outline,"cog, edit, gear, preferences, tools, settings, off, config, options, control"
settings-pause,轮廓线,outline,"gear, configuration, adjust, setup, control, stop, halt, break, intermission, suspend"
settings-pin,轮廓线,outline,"configuration, pinning, setup, preferences, tools, attachment, location, organize, widget, management"
settings-plus,轮廓线,outline,"configuration, addition, add, preferences, increase, setup, tools, extension, enhance, upgrade"
settings-question,轮廓线,outline,"configuration, inquiry, query, help, preferences, setup, tools, assistance, support, guide"
settings-search,轮廓线,outline,"configuration, lookup, find, preferences, browse, explore, locate, search, detect, scrutinize"
settings-share,轮廓线,outline,"configuration, distribute, preferences, tools, connect, social, share, spread, broadcast, network"
settings-spark,轮廓线,outline,"cog, edit, gear, preferences, tools, settings, spark, config, options, control"
settings-star,轮廓线,outline,"configuration, preferences, favorite, highlight, excellent, tools, premium, priority, mark, honor"
settings-up,轮廓线,outline,"configuration, preferences, increase, elevate, ascend, rise, boost, improvement, upgrade, advance"
settings-x,轮廓线,outline,"configuration, closure, cancel, preferences, terminate, end, exit, remove, delete, tools"
settings,轮廓线,outline,"cog, edit, gear, preferences, tools, settings, config, options, control, operation"
shadow-off,轮廓线,outline,"dark, sun, area, covered, dim, light, css, effect, shadow, off"
shadow,轮廓线,outline,"dark, sun, area, covered, dim, light, css, effect, shadow, camera"
shape-2,轮廓线,outline,"draw, square, form, create, outline, shape, creative, artistic, visual, aesthetic"
shape-3,轮廓线,outline,"draw, square, form, create, outline, shape, creative, artistic, visual, aesthetic"
shape-off,轮廓线,outline,"draw, square, form, create, outline, shape, off, creative, artistic, disabled"
shape,轮廓线,outline,"draw, square, form, create, outline, shape, creative, artistic, visual, aesthetic"
share-2,轮廓线,outline,"network, link, connection, share, navigation, flow, distribute, send, publish, broadcast"
share-3,轮廓线,outline,"network, link, connection, share, navigation, flow, distribute, send, publish, broadcast"
share-off,轮廓线,outline,"network, link, connection, share, off, disabled, inactive, distribute, send, publish"
share,轮廓线,outline,"network, link, connection, share, distribute, send, publish, broadcast, spread"
shareplay,轮廓线,outline,"stream, connect, broadcast, entertain, socialize, network, share, multimedia, interact, join"
shield-bolt,轮廓线,outline,"protection, defense, electric, charge, security, guard, safety, bolt, power, impact"
shield-cancel,轮廓线,outline,"protection, defense, terminate, block, security, guard, safety, remove, end, deny"
shield-check,轮廓线,outline,"safety, protect, protection, yes, add, shield, check, control, operation, confirm"
shield-checkered,轮廓线,outline,"knight, guard, defence, protect, shield, checkered, control, operation, confirm, approve"
shield-chevron,轮廓线,outline,"knight, guard, defence, protect, shield, chevron, control, operation, function, interface"
